time,waiting_passenger_cnt,fail_passenger_cnt,empty_vehicle_cnt,driving_vehicle_cnt,iter_time(second)
1215,0,1282,110,85,
1216,0,1282,111,84,
1217,0,1282,110,85,
1218,0,1282,112,83,
1219,0,1282,112,83,
1220,0,1282,113,82,
1221,0,1282,115,80,
1222,0,1282,114,81,
1223,0,1282,116,79,
1224,0,1282,117,78,
1225,0,1282,115,80,
1226,0,1282,115,80,
1227,0,1282,118,77,
1228,0,1282,117,78,
1229,0,1282,117,78,
1230,0,1282,116,79,
1231,0,1282,114,81,
1232,0,1282,116,79,
1233,0,1282,116,79,
1234,0,1282,118,77,
1235,0,1282,119,75,
1236,0,1282,122,72,
1237,0,1282,123,71,
1238,0,1282,122,72,
1239,0,1282,122,72,
1240,0,1282,121,73,
1241,0,1282,123,71,
1242,0,1282,124,70,
1243,0,1282,126,68,
1244,0,1282,125,69,
1245,0,1282,124,70,
1246,0,1282,124,70,
1247,0,1282,125,69,
1248,0,1282,124,70,
1249,0,1282,128,66,
1250,0,1282,128,66,
1251,0,1282,127,67,
1252,0,1282,126,68,
1253,0,1282,127,67,
1254,0,1282,126,68,
1255,0,1282,127,67,
1256,0,1282,46,65,
1257,0,1282,44,67,
1258,0,1282,43,66,
1259,0,1282,42,66,
1260,0,1282,43,64,
1261,0,1282,40,66,
1262,0,1282,40,66,
1263,0,1282,41,63,
1264,0,1282,40,63,
1265,0,1282,39,64,
1266,0,1282,38,64,
1267,0,1282,38,63,
1268,0,1282,37,64,
1269,0,1282,36,63,
1270,0,1282,37,61,
1271,0,1282,36,61,
1272,0,1282,37,58,
1273,0,1282,36,59,
1274,0,1282,36,59,
1275,0,1282,37,58,
1276,0,1282,38,57,
1277,0,1282,39,55,
1278,0,1282,37,57,
1279,0,1282,35,59,
1280,0,1282,35,59,
1281,0,1282,35,57,
1282,0,1282,32,59,
1283,0,1282,32,59,
1284,0,1282,32,58,
1285,0,1282,33,56,
1286,0,1282,33,55,
1287,0,1282,34,53,
1288,0,1282,33,53,
1289,0,1282,33,51,
1290,0,1282,35,48,
1291,0,1282,34,49,
1292,0,1282,36,46,
1293,0,1282,34,47,
1294,0,1282,33,48,
1295,0,1282,32,49,
1296,0,1282,32,49,
1297,0,1282,32,49,
1298,0,1282,32,49,
1299,0,1282,31,50,
1300,0,1282,31,49,
1301,0,1282,32,48,
1302,0,1282,31,48,
1303,0,1282,31,46,
1304,0,1282,33,44,
1305,0,1282,34,41,
1306,0,1282,35,40,
1307,0,1282,35,40,
1308,0,1282,34,41,
1309,0,1282,36,39,
1310,0,1282,37,37,
1311,0,1282,38,35,
1312,0,1282,39,34,
1313,0,1282,39,33,
1314,0,1282,39,32,
1315,0,1282,39,31,
1316,0,1282,32,31,
1317,0,1282,28,34,
1318,0,1282,26,36,
1319,0,1282,26,36,
1320,0,1282,25,36,
1321,0,1282,26,35,
1322,0,1282,27,34,
1323,0,1282,26,35,
1324,0,1282,26,35,
1325,0,1282,26,35,
1326,0,1282,26,34,
1327,0,1282,26,34,
1328,0,1282,25,34,
1329,0,1282,25,33,
1330,0,1282,25,33,
1331,0,1282,25,32,
1332,0,1282,24,33,
1333,0,1282,25,32,
1334,0,1282,28,29,
1335,0,1282,27,30,
1336,0,1282,27,30,
1337,0,1282,25,32,
1338,0,1282,24,33,
1339,0,1282,25,31,
1340,0,1282,25,31,
1341,0,1282,25,31,
1342,0,1282,25,31,
1343,0,1282,25,31,
1344,0,1282,25,29,
1345,0,1282,24,30,
1346,0,1282,23,31,
1347,0,1282,23,31,
1348,0,1282,23,31,
